anio,semestre,periodo,trabajo_de,grupo_rol,dedicacion,sal_bruto,log_sal,sueldo_dolarizado,seniority,experiencia,antiguedad_empresa,antiguedad_puesto,gente_a_cargo,gente_a_cargo_grupo,contrato,modalidad,tam_empresa,genero_simple,edad,nivel_estudios,region,uso_ia
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,370000,12.821258284620408,NA,NA,18,2,2,7,Equipo mediano,Staff,Remoto,11-50,Hombre,40,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,290000,12.577636201962656,NA,NA,5,2,1,0,Sin equipo,Tercerizado,Remoto,201-500,Hombre,27,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,350000,12.765688433465597,NA,NA,2,0,0,0,Sin equipo,Staff,Remoto,+10000,Hombre,28,NA,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,220000,12.301382825334498,NA,NA,0,2,0,0,Sin equipo,Staff,Remoto,11-50,Mujer,26,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,468000,13.056223574899784,NA,NA,3,1,0,0,Sin equipo,Staff,Hibrido,201-500,Hombre,27,Universitario,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,470000,13.060487973686241,NA,NA,2,2,2,3,Equipo pequeño,Staff,Hibrido,51-100,Hombre,24,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Part-Time,310,5.736572297479192,NA,NA,8,0,0,0,Sin equipo,Staff,Remoto,51-100,Hombre,37,Terciario,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,140000,11.84939770159144,NA,NA,0,0,0,0,Sin equipo,Staff,Hibrido,51-100,Hombre,23,Universitario,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,2500000,14.73180128983843,TRUE,NA,8,3,1,4,Equipo pequeño,Contractor,Remoto,11-50,Hombre,33,NA,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,1300000,14.077874822431765,TRUE,NA,8,3,3,0,Sin equipo,Freelance,Remoto,101-200,Hombre,43,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,185000,12.128111104060462,NA,NA,4,0,0,0,Sin equipo,Staff,Remoto,201-500,Hombre,29,NA,Interior,NA
2023,1,2023.1,DBA,Data Platform / MLOps,Full-Time,285000,12.560244459250788,NA,NA,1,1,1,0,Sin equipo,Staff,Remoto,101-200,Hombre,31,NA,Interior,NA
2023,1,2023.1,DBA,Data Platform / MLOps,Part-Time,86000,11.362102575235644,NA,NA,0,0,0,0,Sin equipo,Tercerizado,Remoto,201-500,Mujer,23,NA,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,204000,12.225875272826354,NA,NA,20,0,0,0,Sin equipo,Contractor,Remoto,5001-10000,Mujer,47,Universitario,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Part-Time,70000,11.156250521031495,NA,NA,0,0,0,0,Sin equipo,Otro,Presencial,11-50,Hombre,24,Universitario,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,257000,12.456831363877356,NA,NA,10,10,10,0,Sin equipo,Tercerizado,Hibrido,501-1000,Mujer,37,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,315000,12.66032791780777,NA,NA,4,1,1,0,Sin equipo,Staff,Remoto,51-100,Hombre,28,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,147000,11.898187865760873,NA,NA,0,0,0,0,Sin equipo,Staff,Remoto,2-10,Hombre,33,NA,Interior,NA
2023,1,2023.1,DBA,Data Platform / MLOps,Full-Time,425000,12.959844447906553,NA,NA,15,15,9,0,Sin equipo,Staff,Presencial,101-200,Hombre,40,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,277000,12.531772785169476,NA,NA,20,0,0,0,Sin equipo,Staff,Hibrido,2001-5000,Hombre,43,Universitario,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,220000,12.301382825334498,NA,NA,2,0,1,0,Sin equipo,Staff,Remoto,101-200,Hombre,28,NA,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,421000,12.950388112664518,NA,NA,2,0,0,0,Sin equipo,Staff,Remoto,5001-10000,Hombre,24,NA,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,230000,12.345834587905333,NA,NA,2,2,2,0,Sin equipo,Staff,Remoto,11-50,Mujer,24,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,115,4.74493212836325,NA,NA,0,0,0,0,Sin equipo,Tercerizado,Remoto,201-500,Mujer,26,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,364598,12.806550655748133,NA,NA,13,6,5,0,Sin equipo,Tercerizado,Presencial,51-100,Hombre,37,Terciario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,450000,13.017002861746503,NA,NA,23,19,7,3,Equipo pequeño,Staff,Presencial,501-1000,Otro/No binarie,44,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,216570.15,12.285669792417782,NA,NA,8,3,3,0,Sin equipo,Staff,Presencial,51-100,Hombre,27,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,250000,12.429216196844383,TRUE,NA,4,3,3,0,Sin equipo,Staff,Remoto,+10000,Otro/No binarie,33,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,170000,12.043553716032399,NA,NA,8,4,4,0,Sin equipo,Tercerizado,Presencial,501-1000,Otro/No binarie,41,NA,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,13683539,16.431704135532314,NA,NA,0,0,0,0,Sin equipo,Staff,Presencial,5001-10000,Hombre,26,Universitario,Interior,NA
2023,1,2023.1,DBA,Data Platform / MLOps,Full-Time,235000,12.367340793126296,NA,NA,10,20,10,0,Sin equipo,Staff,Presencial,501-1000,Hombre,44,Universitario,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,280000,12.542544882151386,NA,NA,1,1,1,0,Sin equipo,Staff,Hibrido,2-10,Otro/No binarie,27,Maestría,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,154136,11.945590608560597,NA,NA,0,0,0,0,Sin equipo,Staff,Presencial,5001-10000,Hombre,26,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,405000,12.911642346088676,NA,NA,5,0,0,0,Sin equipo,Staff,Remoto,501-1000,Hombre,41,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,211000,12.259613412458204,NA,NA,2,2,2,0,Sin equipo,Tercerizado,Remoto,201-500,Hombre,25,Secundario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,193000,12.170445467887022,NA,NA,5,4,4,0,Sin equipo,Staff,Presencial,1001-2000,Hombre,28,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,250000,12.429216196844383,TRUE,NA,10,10,5,8,Equipo mediano,Staff,Hibrido,2-10,Hombre,45,NA,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,223.2,5.408068230507156,NA,NA,5,0,0,1,Equipo pequeño,Staff,Remoto,+10000,Mujer,35,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,350000,12.765688433465597,NA,NA,4,3,3,0,Sin equipo,Staff,Remoto,201-500,Mujer,31,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,206000,12.235631447771718,NA,NA,3,2,3,0,Sin equipo,Staff,Remoto,11-50,Hombre,26,Universitario,Interior,NA
2023,1,2023.1,Infosec,Governance / Security,Full-Time,2275000,14.637490610367188,TRUE,NA,7,0,5,0,Sin equipo,Contractor,Remoto,51-100,Mujer,33,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,214,5.365976015021851,NA,NA,1,0,0,0,Sin equipo,Staff,Remoto,101-200,Hombre,36,Terciario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,99000,11.502875129116727,NA,NA,1,1,1,0,Sin equipo,Staff,Presencial,201-500,Hombre,27,Universitario,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,247000,12.417143615610113,NA,NA,4,1,1,0,Sin equipo,Tercerizado,Remoto,+10000,Otro/No binarie,26,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,229000,12.341477282536376,NA,NA,2,2,2,0,Sin equipo,Tercerizado,Remoto,501-1000,Hombre,26,Secundario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,200000,12.206072645530174,NA,NA,3,3,2,2,Equipo pequeño,Staff,Presencial,201-500,Hombre,30,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,330000,12.706847933442663,TRUE,NA,1,1,1,5,Equipo mediano,Staff,Remoto,201-500,Hombre,33,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,452342.38,13.022194649948899,NA,NA,14,2,2,0,Sin equipo,Staff,Remoto,1,Hombre,34,Universitario,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,202000,12.216022976383341,NA,NA,2,1,1,0,Sin equipo,Staff,Remoto,11-50,Hombre,30,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,340000,12.736700896592344,NA,NA,1,0,1,0,Sin equipo,Staff,Remoto,201-500,Hombre,27,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Part-Time,240000,12.388394202324129,TRUE,NA,1,1,1,0,Sin equipo,Tercerizado,Remoto,11-50,Hombre,25,Universitario,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,425000,12.959844447906553,NA,NA,6,0,0,0,Sin equipo,Staff,Remoto,1001-2000,Hombre,30,Maestría,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,300000,12.611537753638338,NA,NA,25,20,20,2,Equipo pequeño,Staff,Presencial,51-100,Hombre,56,Posgrado/Especialización,Interior,NA
2023,1,2023.1,DBA,Data Platform / MLOps,Part-Time,170000,12.043553716032399,NA,NA,11,11,15,2,Equipo pequeño,Staff,Presencial,201-500,Hombre,45,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,426000,12.962194625251508,NA,NA,5,1,1,0,Sin equipo,Tercerizado,Remoto,201-500,Hombre,38,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,250000,12.429216196844383,NA,NA,10,0,0,0,Sin equipo,Staff,Remoto,201-500,Hombre,37,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,400000,12.89921982609012,NA,NA,5,4,4,0,Sin equipo,Staff,Presencial,11-50,Hombre,29,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,423000,12.955127458028414,NA,NA,10,1,1,0,Sin equipo,Tercerizado,Remoto,+10000,Hombre,38,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,206325,12.237207874460886,NA,NA,3,0,0,0,Sin equipo,Staff,Remoto,51-100,Mujer,37,Posgrado/Especialización,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,322000,12.682306824526545,NA,NA,5,1,4,0,Sin equipo,Tercerizado,Remoto,2001-5000,Otro/No binarie,34,Secundario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,650000,13.38472764187182,NA,NA,15,1,6,0,Sin equipo,Staff,Remoto,1001-2000,Hombre,43,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,500000,13.122363377404328,NA,NA,3,1,2,0,Sin equipo,Staff,Remoto,2-10,Hombre,29,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,440000,12.994530005894443,NA,NA,9,9,1,3,Equipo pequeño,Staff,Remoto,101-200,Hombre,38,Universitario,Interior,NA
2023,1,2023.1,Infosec,Governance / Security,Full-Time,231000,12.35017298950393,NA,NA,1.5,1.5,1.5,0,Sin equipo,Staff,Presencial,201-500,Hombre,22,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,165000,12.013700752882718,NA,NA,1,1,1,0,Sin equipo,Staff,Remoto,201-500,Hombre,26,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,250000,12.429216196844383,NA,NA,19,15,10,0,Sin equipo,Staff,Remoto,2001-5000,Hombre,37,Universitario,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,325000,12.691580461311874,NA,NA,10,10,7,0,Sin equipo,Staff,Presencial,101-200,Otro/No binarie,35,NA,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,293000,12.587927887999204,NA,NA,0,0,0,0,Sin equipo,Staff,Remoto,+10000,Hombre,24,NA,Interior,NA
2023,1,2023.1,Infosec,Governance / Security,Full-Time,4000,8.294049640102028,TRUE,NA,2,0,0,0,Sin equipo,Contractor,Remoto,51-100,Hombre,21,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,4500000,15.319587954740548,TRUE,NA,13,10,3,0,Sin equipo,Contractor,Remoto,201-500,Hombre,37,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,143000,11.870599909242044,NA,NA,0,0,0,0,Sin equipo,Staff,Remoto,51-100,Hombre,23,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,350000,12.765688433465597,NA,NA,6,6,6,0,Sin equipo,Freelance,Remoto,1,Hombre,29,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,170000,12.043553716032399,NA,NA,10,10,10,0,Sin equipo,Staff,Hibrido,11-50,Hombre,30,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,198000,12.196022309676673,TRUE,NA,5,2,2,0,Sin equipo,Staff,Presencial,201-500,Hombre,28,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,450000,13.017002861746503,TRUE,NA,20,21,4,2,Equipo pequeño,Staff,Hibrido,11-50,Hombre,43,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,340358,12.737753283815074,NA,NA,15,25,10,0,Sin equipo,Staff,Presencial,5001-10000,Hombre,47,Universitario,Interior,NA
2023,1,2023.1,Infosec,Governance / Security,Full-Time,400000,12.89921982609012,TRUE,NA,2,0,0,0,Sin equipo,Tercerizado,Remoto,51-100,Hombre,32,Universitario,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,340000,12.736700896592344,NA,NA,2,1,1,0,Sin equipo,Staff,Remoto,1001-2000,Hombre,26,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,200000,12.206072645530174,TRUE,NA,4,3,4,0,Sin equipo,Tercerizado,Hibrido,11-50,Hombre,51,Universitario,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,596000,13.297995946047488,NA,NA,1,2,1,6,Equipo mediano,Staff,Remoto,5001-10000,Hombre,37,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Part-Time,35000,10.46310334047155,NA,NA,0,0,0,0,Sin equipo,Tercerizado,Remoto,51-100,Hombre,21,Terciario,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,445000,13.005829561148378,NA,NA,0,0,0,0,Sin equipo,Staff,Remoto,1001-2000,Hombre,34,Terciario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,272717,12.51618990645794,TRUE,NA,2,0,0,0,Sin equipo,Staff,Remoto,51-100,Hombre,31,Universitario,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,1600000,14.28551418721001,NA,NA,12,1,6,0,Sin equipo,Contractor,Remoto,2001-5000,Hombre,34,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,194000,12.175613438045465,NA,NA,3,0,0,0,Sin equipo,Staff,Presencial,11-50,Hombre,35,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,393000,12.881564890851399,NA,NA,30,22,0,0,Sin equipo,Staff,Hibrido,5001-10000,Hombre,49,Posgrado/Especialización,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,362695,12.801317539678317,TRUE,NA,7,2,1,0,Sin equipo,Staff,Remoto,1001-2000,Hombre,34,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,180000,12.100712129872347,NA,NA,1,1,1,0,Sin equipo,Staff,Presencial,101-200,Hombre,27,Terciario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,175149,12.073392319217385,TRUE,NA,20,6,3,1,Equipo pequeño,Staff,Presencial,1001-2000,Hombre,43,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,200000,12.206072645530174,NA,NA,3,1,1,0,Sin equipo,Staff,Presencial,11-50,Hombre,34,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,280000,12.542544882151386,TRUE,NA,5,1,1,0,Sin equipo,Staff,Remoto,501-1000,Hombre,33,Universitario,Interior,NA
2023,1,2023.1,Business Analyst,Analytics / Automation,Full-Time,195000,12.180754837545884,NA,NA,3,2,2,2,Equipo pequeño,Staff,Remoto,201-500,Mujer,33,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,360000,12.793859310432293,TRUE,NA,5,2,2,0,Sin equipo,Staff,Remoto,101-200,Hombre,36,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,800000,13.592367006650065,NA,NA,20,0,5,0,Sin equipo,Staff,Remoto,1001-2000,Hombre,45,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Part-Time,132955.75,11.797771645077798,NA,NA,6,3,1,0,Sin equipo,Staff,Presencial,1001-2000,Hombre,28,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,330000,12.706847933442663,NA,NA,20,1,1,35,Equipo grande,Staff,Presencial,201-500,Hombre,44,NA,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,1000000,13.815510557964274,TRUE,NA,2.5,0,0,0,Sin equipo,Contractor,Remoto,101-200,Mujer,39,Terciario,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,440000,12.994530005894443,NA,NA,1,0,1,0,Sin equipo,Staff,Remoto,2001-5000,Hombre,25,NA,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,236000,12.371587084007746,NA,NA,1,1,1,0,Sin equipo,Staff,Remoto,501-1000,Hombre,29,Posgrado/Especialización,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,90000,11.407564949312402,NA,NA,15,15,4,5,Equipo mediano,Staff,Hibrido,51-100,Hombre,35,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,293709,12.590344760230998,NA,NA,12,0,5,0,Sin equipo,Staff,Hibrido,11-50,Otro/No binarie,44,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,80000,11.289781913656018,NA,NA,0,0,0,0,Sin equipo,Tercerizado,Hibrido,2-10,Hombre,20,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,360000,12.793859310432293,NA,NA,20,18,18,0,Sin equipo,Staff,Presencial,501-1000,Hombre,41,Terciario,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,140000,11.84939770159144,NA,NA,0,0,0,0,Sin equipo,Staff,Remoto,11-50,Hombre,39,Doctorado,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,90000,11.407564949312402,NA,NA,25,0,4,0,Sin equipo,Tercerizado,Hibrido,2-10,Hombre,45,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,225000,12.323855681186558,NA,NA,3,0,0,1,Equipo pequeño,Staff,Remoto,11-50,Hombre,31,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,190000,12.154779351142624,NA,NA,16,15,10,3,Equipo pequeño,Staff,Remoto,101-200,Hombre,42,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,620000,13.337474757021274,TRUE,NA,2,0,0,0,Sin equipo,Staff,Remoto,51-100,Hombre,35,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,405600,12.91312273125911,TRUE,NA,0,0,0,0,Sin equipo,Contractor,Remoto,101-200,Hombre,20,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,380000,12.84792653170257,NA,NA,12,10,2,3,Equipo pequeño,Staff,Presencial,2001-5000,Hombre,38,Maestría,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,200000,12.206072645530174,NA,NA,10,10,2,6,Equipo mediano,Staff,Presencial,5001-10000,Hombre,34,Universitario,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,290000,12.577636201962656,NA,NA,3,0,3,2,Equipo pequeño,Staff,Remoto,101-200,Hombre,26,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Part-Time,75000,11.225243392518447,NA,NA,20,2,2,0,Sin equipo,Staff,Hibrido,101-200,Hombre,47,Universitario,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,430000,12.971540487669746,NA,NA,15,11,5,0,Sin equipo,Staff,Hibrido,+10000,Hombre,39,NA,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Part-Time,54000,10.896739325546411,NA,NA,0,0,0,0,Sin equipo,Staff,Hibrido,51-100,Hombre,24,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,290000,12.577636201962656,NA,NA,13,5,5,1,Equipo pequeño,Staff,Hibrido,5001-10000,Hombre,39,NA,Interior,NA
2023,1,2023.1,Infosec,Governance / Security,Full-Time,493500,13.109278137855673,TRUE,NA,2,2,2,0,Sin equipo,Contractor,Remoto,2-10,Otro/No binarie,30,Universitario,Interior,NA
2023,1,2023.1,Data Engineer,Data Science / AI,Full-Time,300571,12.613439277927894,NA,NA,1,0,1,0,Sin equipo,Staff,Remoto,1001-2000,Mujer,31,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,400000,12.89921982609012,TRUE,NA,22,1,1,0,Sin equipo,Staff,Remoto,+10000,Otro/No binarie,44,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,426000,12.962194625251508,NA,NA,6,5,5,0,Sin equipo,Staff,Hibrido,101-200,Hombre,33,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,300000,12.611537753638338,TRUE,NA,25,3,3,0,Sin equipo,Staff,Remoto,11-50,Otro/No binarie,51,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,502176,13.126705934838448,NA,NA,15,11,1,0,Sin equipo,Staff,Hibrido,1001-2000,Hombre,42,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Part-Time,240000,12.388394202324129,NA,NA,2,3,3,0,Sin equipo,Staff,Presencial,501-1000,Mujer,23,Universitario,Interior,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Part-Time,167200,12.026945979632739,NA,NA,1,1,1,0,Sin equipo,Staff,Remoto,51-100,Hombre,28,Universitario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,700000,13.458835614025542,TRUE,NA,10,2,2,0,Sin equipo,Staff,Remoto,5001-10000,Hombre,40,Secundario,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,230000,12.345834587905333,NA,NA,8,1,1,0,Sin equipo,Staff,Presencial,501-1000,Otro/No binarie,38,Terciario,Interior,NA
2023,1,2023.1,Data Scientist,Data Science / AI,Full-Time,400000,12.89921982609012,NA,NA,10,0,0,0,Sin equipo,Freelance,Hibrido,1,Hombre,35,Maestría,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,390000,12.873902018105829,NA,NA,12,5,5,1,Equipo pequeño,Staff,Presencial,11-50,Hombre,40,NA,Interior,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,1007000,13.8224861717007,TRUE,NA,6,1,0,0,Sin equipo,Staff,Hibrido,1001-2000,Hombre,37,Terciario,GBA / Prov. BA,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,372000,12.826649133255284,NA,NA,6,0,4,0,Sin equipo,Staff,Remoto,201-500,Mujer,31,NA,GBA / Prov. BA,NA
2023,1,2023.1,BI Analyst / Data Analyst,Data Science / AI,Full-Time,191354.11000000002,12.161880969588426,NA,NA,1,1,1,0,Sin equipo,Tercerizado,Remoto,+10000,Mujer,34,NA,GBA / Prov. BA,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,1100000,13.9108207377686,TRUE,NA,20,1,15,1,Equipo pequeño,Contractor,Remoto,101-200,Hombre,42,NA,GBA / Prov. BA,NA
2023,1,2023.1,SysAdmin / DevOps / SRE,Data Platform / MLOps,Full-Time,300000,12.611537753638338,TRUE,NA,2,1,2,0,Sin equipo,Staff,Remoto,11-50,Otro/No binarie,35,NA,GBA / Prov. BA,NA
